,genename,offtarget,# match within CDS,CDS,Gene,RNAseq,platename,Pos.Nr,Position,right size,no band,too big,too small,schmier
1178,Cre06.g285401,0.0,1.0,['534'],['1603'],"['534', '534']",P1kCre25,27.0,C4,1.0,,,,
1179,Cre06.g293900,0.0,1.0,['2052'],['2941'],[],P2kCre31,80.0,H10,1.0,,,1.0,
1180,Cre06.g256450,0.0,1.0,['918'],['1574'],['921'],P1kCre25,60.0,D8,0.0,1.0,,,
1181,Cre06.g271100,0.0,1.0,['1161'],['2792'],['1161'],P2kCre29,54.0,F7,0.0,1.0,,,
1182,Cre09.g389089,0.0,1.0,['987'],['3260'],['987'],P1kCre25,65.0,A9,1.0,,,,
1183,Cre09.g413850,0.0,1.0,['1284'],['5122'],[],P2kCre29,75.0,C10,1.0,,,,
1184,Cre09.g395250,0.0,1.0,['1455'],['5278'],[],P2kCre29,17.0,A3,1.0,,,,
1185,Cre09.g400700,0.0,1.0,['900'],['1474'],[],P1kCre25,58.0,B8,1.0,,,,
1186,Cre09.g401150,0.0,1.0,['546'],['1581'],"['546', '546', '546']",P1kCre27,24.0,H3,,,,,
1187,Cre09.g393173,0.0,1.0,['525'],['1035'],"['525', '525', '525', '525']",P1kCre23,7.0,G1,1.0,,,,
1188,Cre09.g389950,0.0,1.0,['1743'],['3683'],['1743'],P2kCre31,50.0,B7,1.0,,,,
1189,Cre09.g417000,0.0,1.0,['1176'],['3264'],[],P2kCre29,56.0,H7,0.0,1.0,,,
1190,Cre09.g400738,0.0,1.0,['954'],['2369'],['954'],P1kCre21,56.0,H7,1.0,,,,
1191,Cre09.g405550,0.0,1.0,['810'],['3130'],[],P1kCre25,95.0,G12,1.0,,,,
1192,Cre09.g416050,0.0,1.0,['1323'],[],['1323'],P2kCre29,83.0,C11,1.0,,,,
1193,Cre09.g388541,0.0,1.0,['1260'],['1758'],['1260'],P2kCre29,70.0,F9,1.0,,,,
1194,Cre09.g406983,0.0,1.0,['834'],['4049'],[],P1kCre25,51.0,C7,0.0,1.0,,,
1195,Cre09.g404550,0.0,1.0,['1359'],['2781'],[],P2kCre29,89.0,A12,0.0,1.0,,,
1196,Cre09.g402145,0.0,1.0,['867'],['1776'],[],P1kCre27,5.0,E1,,,,,
1197,Cre09.g414416,0.0,1.0,['1656'],['3142'],[],P2kCre31,35.0,C5,1.0,,,,
1198,Cre09.g390678,0.0,1.0,['774'],[],['774'],P1kCre23,54.0,F7,1.0,,1.0,,
1199,Cre09.g413900,0.0,1.0,['1281'],['3485'],['1281'],P2kCre29,73.0,A10,1.0,,,,
1200,Cre09.g386350,0.0,1.0,['1044'],['1632'],['1038'],P2kCre29,36.0,D5,1.0,,,,
1201,Cre09.g407900,0.0,1.0,['1230'],['4967'],"['1165', '1230']",P2kCre29,13.0,E2,1.0,,,,
1202,Cre09.g394473,0.0,1.0,['1770'],['5086'],['1770'],P2kCre31,53.0,E7,1.0,,,,
1203,Cre09.g403200,0.0,1.0,['690'],[],['690'],P1kCre25,91.0,C12,0.0,1.0,,,
1204,Cre09.g393321,0.0,1.0,['1680'],['8108'],[],P2kCre31,41.0,A6,1.0,,,,
1205,Cre09.g398289,0.0,1.0,['996'],['4319'],"['996', '1047']",P1kCre25,10.0,B2,1.0,,,,
1206,Cre09.g387652,0.0,1.0,['1110'],[],['1110'],P2kCre29,43.0,C6,0.0,1.0,,,
1207,Cre09.g399200,0.0,1.0,['918'],['3381'],[],P1kCre23,90.0,B12,0.0,1.0,,,
1208,Cre09.g409100,0.0,1.0,['885'],['3430'],"['885', '885', '840']",P1kCre27,38.0,F5,,,,,
1209,Cre09.g412300,0.0,1.0,['462'],['2369'],"['462', '462']",P1kCre21,92.0,D12,1.0,,,,
1210,Cre09.g394213,0.0,1.0,['360'],['1168'],"['360', '463', '360']",P1kCre21,80.0,H10,1.0,,,,
1211,Cre09.g388000,0.0,1.0,['1059'],['2962'],['1059'],P2kCre29,40.0,H5,1.0,,,,
1212,Cre09.g407950,0.0,1.0,['828'],['1984'],[],P1kCre27+28,1.0,A1,,,,,
1213,Cre09.g400100,0.0,1.0,['480'],['631'],"['527', '480']",P1kCre21,95.0,G12,0.0,1.0,,,
1214,Cre09.g387060,0.0,1.0,['2055'],['3103'],['2055'],P2kCre31,81.0,A11,0.0,1.0,,,
1215,Cre17.g715350,0.0,1.0,['1329'],['2674'],['1326'],P2kCre29,86.0,F11,1.0,,,,
1216,Cre17.g696400,0.0,1.0,['486'],['1266'],['486'],P1kCre23-24,1.0,A1,1.0,,,,
1217,Cre17.g728900,0.0,1.0,['882'],['3754'],['882'],P1kCre23,82.0,B11,1.0,,,,
1218,Cre17.g720950,0.0,1.0,['1101'],['3807'],"['1101', '1101', '1101']",P2kCre29,8.0,H1,1.0,,,,
1219,Cre17.g700950,0.0,1.0,['390'],['1127'],['390'],P1kCre25,13.0,E2,1.0,,,,
1220,Cre17.g727750,0.0,1.0,['2058'],['2475'],[],P2kCre31,82.0,B11,0.0,,,1.0,
1221,Cre17.g723550,0.0,1.0,['930'],['2439'],['930'],P1kCre21,49.0,A7,1.0,,,,
1222,Cre17.g741200,0.0,1.0,['840'],[],['840'],P1kCre27,36.0,D5,,,,,
1223,Cre17.g721517,0.0,1.0,['225'],['749'],[],P1kCre25,67.0,C9,1.0,,,,
1224,Cre17.g713305,0.0,1.0,['222'],[],[],P1kCre21,72.0,H9,0.0,1.0,,,
1225,Cre17.g697050,0.0,1.0,['903'],['2922'],['903'],P1kCre21,43.0,C6,0.0,1.0,,,
1226,Cre17.g711950,0.0,1.0,['471'],['931'],['471'],P1kCre27,21.0,E3,,,,,
1227,Cre17.g722350,0.0,1.0,['687'],[],"['687', '687', '687', '687']",P1kCre23,37.0,E5,0.0,1.0,,,
1228,Cre17.g726100,0.0,1.0,['981'],[],[],P1kCre27,16.0,H2,,,,,
1229,Cre17.g732850,0.0,1.0,['939'],['1538'],['939'],P1kCre21,51.0,C7,1.0,,,,
1230,Cre17.g735950,0.0,1.0,['945'],['945'],[],P1kCre27,12.0,D2,,,,,
1231,Cre17.g721250,0.0,1.0,['1329'],['2885'],['1329'],P2kCre29,87.0,G11,1.0,,,,
1232,Cre17.g698100,0.0,1.0,['633'],['2591'],"['633', '633', '633', '633', '633', '633', '633', '633', '633', '633']",P1kCre25,87.0,G11,0.0,1.0,,,
1233,Cre17.g734100,0.0,1.0,['1389'],['2819'],['1389'],P2kCre29,94.0,F12,1.0,,,,
1234,Cre17.g718300,0.0,1.0,['996'],['3414'],"['891', '996']",P1kCre21,70.0,F9,1.0,,,,
1235,Cre17.g731300,0.0,1.0,['768'],['1683'],['768'],P1kCre27,62.0,F8,,,,,
1236,Cre17.g742250,0.0,1.0,['1395'],['2702'],[],P2kCre29,95.0,G12,0.0,1.0,,,
1237,Cre17.g730200,0.0,1.0,['957'],['3467'],"['957', '957']",P1kCre27,57.0,A8,,,,,
1238,Cre17.g726000,0.0,1.0,['876'],[],"['876', '876', '876', '876']",P1kCre23,80.0,H10,0.0,1.0,,,
1239,Cre17.g741050,0.0,1.0,['762'],['2374'],"['762', '1077']",P1kCre23,53.0,E7,0.0,1.0,,,
1240,Cre17.g697750,0.0,1.0,['552'],['1422'],[],P1kCre27,25.0,A4,,,,,
1241,Cre17.g736900,0.0,1.0,['615'],['1498'],['615'],P1kCre23,26.0,B4,0.0,,,1.0,
1242,Cre20.g751797,0.0,1.0,['1656'],['2339'],[],P2kCre31,37.0,E5,0.0,1.0,,,
1243,Cre05.g234550,0.0,1.0,['1131'],['1958'],"['1131', '1131']",P2kCre29,50.0,B7,1.0,,,,
1244,Cre05.g233900,0.0,1.0,['1041'],['2547'],['1041'],P2kCre29,35.0,C5,1.0,,,,
1245,Cre05.g246050,0.0,1.0,['1662'],['3867'],[],P2kCre31,39.0,G5,0.0,0.0,,1.0,
1246,Cre05.g237283,0.0,1.0,['447'],['1619'],"['1416', '447', '1258', '548', '447']",P1kCre25,76.0,D10,1.0,,,,
1247,Cre05.g247050,0.0,1.0,['723'],['933'],[],P1kCre25,43.0,C6,1.0,,,,
1248,Cre05.g248600,0.0,1.0,['354'],['1239'],"['354', '354']",P1kCre21,78.0,F10,0.0,1.0,,,
1249,Cre05.g240150,0.0,1.0,['459'],['1963'],"['459', '459']",P1kCre21,91.0,C12,1.0,,,,
1250,Cre05.g244150,0.0,1.0,['2118'],['2379'],[],P2kCre29,26.0,B4,1.0,,,,
1251,Cre05.g247550,0.0,1.0,['900'],['4332'],[],P1kCre27,39.0,G5,,,,,
1252,Cre05.g234661,0.0,1.0,['1920'],['3604'],[],P2kCre29,22.0,F3,1.0,,,,
1253,Cre05.g244400,0.0,1.0,['744'],['1599'],['744'],P1kCre25,45.0,E6,1.0,,,,
1254,Cre05.g234662,0.0,1.0,['1230'],['2557'],"['1230', '1230']",P2kCre29,68.0,D9,1.0,,,,
1255,Cre13.g582000,0.0,1.0,['345'],[],[],P1kCre21,77.0,E10,1.0,,,,
1256,Cre13.g568800,0.0,1.0,['495'],['1258'],"['495', '495']",P1kCre23,2.0,B1,1.0,,,,
1257,Cre13.g567600,0.0,1.0,['525'],['1300'],['525'],P1kCre23,8.0,H1,1.0,,,,
1258,Cre13.g574800,0.0,1.0,['546'],['1047'],"['546', '546']",P1kCre23,15.0,G2,0.0,1.0,,,
1259,Cre13.g575800,0.0,1.0,['873'],['3661'],"['873', '873']",P1kCre27,6.0,F1,,,,,
1260,Cre13.g567800,0.0,1.0,['1506'],['2830'],['1518'],P2kCre29,18.0,B3,1.0,,,,
1261,Cre13.g583550,0.0,1.0,['864'],['2783'],['864'],P1kCre25,55.0,G7,1.0,,,1.0,
1262,Cre13.g578900,0.0,1.0,['936'],['4219'],['936'],P1kCre21,50.0,B7,1.0,,,1.0,
1263,Cre13.g603950,0.0,1.0,['1116'],['3694'],['1109'],P2kCre29,45.0,E6,1.0,,,,
1264,Cre13.g567075,0.0,1.0,['1866'],['1938'],[],P2kCre31,60.0,D8,0.0,1.0,,,
1265,Cre13.g586300,0.0,1.0,['324'],['1084'],"['324', '324']",P1kCre21,76.0,D10,1.0,,,,
1266,Cre13.g566250,0.0,1.0,['909'],['2483'],['909'],P1kCre21,44.0,D6,0.0,1.0,,,
1267,Cre13.g570900,0.0,1.0,['414'],[],[],P1kCre21,86.0,F11,1.0,,,,
1268,Cre13.g573250,0.0,1.0,['693'],['1624'],"['693', '693']",P1kCre23,39.0,G5,1.0,,,,
1269,Cre13.g575850,0.0,1.0,['717'],['1735'],"['717', '717']",P1kCre23,44.0,D6,0.0,,1.0,,
1270,Cre13.g582600,0.0,1.0,['1389'],['2262'],[],P2kCre29,93.0,E12,1.0,,,,
1271,Cre13.g578650,0.0,1.0,['1830'],['5851'],"['1830', '1830', '1830']",P2kCre31,57.0,A8,1.0,,,,
1272,Cre13.g583217,0.0,1.0,['786'],['1710'],['786'],P1kCre23,56.0,H7,1.0,,,,
1273,Cre13.g565650,0.0,1.0,['1182'],['2020'],['1182'],P2kCre29,57.0,A8,1.0,,,,
1274,Cre13.g575900,0.0,1.0,['2019'],['4332'],"['2019', '3155']",P2kCre31,74.0,B10,0.0,,,,1.0
1275,Cre13.g586600,0.0,1.0,['918'],['2619'],"['918', '918']",P1kCre23,91.0,C12,1.0,,,1.0,
1276,Cre13.g604750,0.0,1.0,['1071'],['1807'],[],P2kCre29,41.0,A6,1.0,,,,
1277,Cre13.g585850,0.0,1.0,['531'],['1613'],"['531', '531']",P1kCre23,9.0,A2,1.0,,,,
1278,Cre13.g590400,0.0,1.0,['951'],['2425'],['951'],P1kCre27,13.0,E2,,,,,
1279,Cre13.g563200,0.0,1.0,['618'],['2419'],"['618', '653']",P1kCre25,85.0,E11,1.0,,,,
1280,Cre13.g604700,0.0,1.0,['1053'],['1548'],['1053'],P2kCre29,39.0,G5,0.0,1.0,,,
1281,Cre13.g605150,0.0,1.0,['669'],['1990'],['669'],P1kCre25,38.0,F5,1.0,,,,
1282,Cre13.g586950,0.0,1.0,['873'],['1817'],[],P1kCre25,57.0,A8,0.0,0.0,,,1.0
1283,Cre02.g144350,0.0,1.0,['615'],['1858'],"['615', '615', '615', '615', '615', '841']",P1kCre27,48.0,H6,,,,,
1284,Cre02.g084350,0.0,1.0,['738'],['2102'],"['1556', '738', '738', '738']",P1kCre23,47.0,G6,1.0,,,,
1285,Cre02.g100250,0.0,1.0,['924'],['3103'],"['993', '924', '924']",P1kCre25,61.0,E8,0.0,1.0,,,
1286,Cre02.g073200,0.0,1.0,['1890'],['4290'],"['2149', '1890', '1890']",P2kCre31,63.0,G8,1.0,,,,
1287,Cre02.g141926,0.0,1.0,['1407'],[],['1336'],P2kCre29,96.0,H12,0.0,1.0,,,
1288,Cre02.g082877,0.0,1.0,['2022'],['7005'],[],P2kCre31,75.0,C10,0.0,1.0,,,
1289,Cre02.g075850,0.0,1.0,['978'],['4333'],[],P1kCre21,63.0,G8,1.0,,,,
1290,Cre02.g109400,0.0,1.0,['1110'],['2478'],"['1109', '1286']",P2kCre29,9.0,A2,0.0,1.0,,,
1291,Cre02.g142950,0.0,1.0,['402'],[],['402'],P1kCre25,14.0,F2,1.0,,,,
1292,Cre02.g078550,0.0,1.0,['1386'],['3044'],['1386'],P2kCre29,90.0,B12,1.0,,,,
1293,Cre02.g073500,0.0,1.0,['1506'],['3474'],['1506'],P2kCre31,18.0,B3,0.0,1.0,,,
1294,Cre02.g104850,0.0,1.0,['975'],['1330'],[],P1kCre27,15.0,G2,,,,,
1295,Cre02.g141646,0.0,1.0,['708'],[],[],P1kCre27,61.0,E8,,,,,
1296,Cre02.g110600,0.0,1.0,['807'],['1758'],"['1293', '807', '807', '1027']",P1kCre23,59.0,C8,1.0,,,,
1297,Cre02.g109600,0.0,1.0,['984'],['4021'],"['1182', '984']",P1kCre25,6.0,F1,1.0,,,,
1298,Cre02.g096150,0.0,1.0,['654'],['1429'],['654'],P1kCre27,50.0,B7,,,,,
1299,Cre02.g120100,1.0,1.0,['555'],['1125'],"['555', '555']",P1kCre25,28.0,D4,1.0,,,,
1300,Cre02.g118400,0.0,1.0,['1872'],['4373'],[],P2kCre31,61.0,E8,1.0,,,,
1301,Cre02.g142506,0.0,1.0,['456'],['628'],[],P1kCre27,20.0,D3,,,,,
1302,Cre02.g085900,0.0,1.0,['987'],['2811'],['987'],P1kCre25,7.0,G1,1.0,,,1.0,
1303,Cre02.g106350,0.0,1.0,['597'],['2212'],"['597', '597', '598', '597', '597']",P1kCre23,23.0,G3,1.0,,,,
1304,Cre02.g117300,0.0,1.0,['933'],['2464'],['933'],P1kCre23,93.0,E12,1.0,,,,
1305,Cre02.g089950,0.0,1.0,['405'],['1004'],['405'],P1kCre21,85.0,E11,1.0,,,,
1306,Cre02.g075100,0.0,1.0,['846'],['1529'],"['846', '846', '846', '846', '846', '846']",P1kCre23,65.0,A9,1.0,,,,
1307,Cre02.g088200,0.0,1.0,['1596'],['4089'],['1596'],P2kCre31,28.0,D4,1.0,,,,
1308,Cre02.g086050,0.0,1.0,['1635'],['4406'],[],P2kCre31,33.0,A5,1.0,,,,
1309,Cre02.g089850,0.0,1.0,['1413'],['4000'],[],P2kCre31+32,1.0,A1,1.0,,,,
1310,Cre02.g106850,0.0,1.0,['942'],['2916'],"['942', '942', '942']",P1kCre23,96.0,H12,1.0,,,,
1311,Cre02.g094300,0.0,1.0,['1647'],['4485'],['1647'],P2kCre31,34.0,B5,1.0,,,,
1312,Cre02.g146600,0.0,1.0,['1458'],['2892'],['1458'],P2kCre29,2.0,B1,0.0,1.0,,,
1313,Cre02.g115150,0.0,1.0,['846'],['1861'],['843'],P1kCre23,66.0,B9,1.0,,,,
1314,Cre02.g106500,0.0,1.0,['780'],['1287'],"['780', '780']",P1kCre23,55.0,G7,1.0,,,,
1315,Cre02.g090100,0.0,1.0,['1350'],['3551'],['1350'],P2kCre29,88.0,H11,1.0,,,,
1316,Cre02.g115750,0.0,1.0,['1263'],['2672'],"['1263', '1263', '1263']",P2kCre29,71.0,G9,1.0,,,,
1317,Cre02.g081550,0.0,1.0,['546'],['1802'],['546'],P1kCre23,14.0,F2,1.0,,,,
1318,Cre02.g085200,0.0,1.0,['915'],['1360'],['915'],P1kCre23,88.0,H11,0.0,1.0,,,
1319,Cre02.g120150,1.0,1.0,['555'],['1267'],"['555', '555']",P1kCre25,29.0,E4,1.0,,,,
1320,Cre03.g202250,0.0,1.0,['1464'],['2590'],"['1464', '1599']",P2kCre31,13.0,E2,1.0,,,,
1321,Cre03.g193300,0.0,1.0,['822'],['1260'],['822'],P1kCre23,61.0,E8,1.0,,,,
1322,Cre03.g171800,0.0,1.0,['939'],['1749'],['939'],P1kCre23,95.0,G12,1.0,,,,
1323,Cre03.g177500,0.0,1.0,['534'],['1526'],"['534', '534', '534', '534', '534', '534', '534', '534']",P1kCre23,11.0,C2,1.0,,,,
1324,Cre03.g178276,0.0,1.0,['594'],['1178'],['594'],P1kCre23,22.0,F3,1.0,,,,
1325,Cre03.g160400,0.0,1.0,['1992'],['5294'],"['1992', '1970']",P2kCre31,72.0,H9,1.0,,,,
1326,Cre03.g182600,0.0,1.0,['933'],['2507'],"['933', '933']",P1kCre27,42.0,B6,,,,,
1327,Cre03.g210177,0.0,1.0,['513'],['2123'],['513'],P1kCre25,24.0,H3,1.0,,,,
1328,Cre03.g172000,0.0,1.0,['966'],['4348'],['966'],P1kCre21,60.0,D8,1.0,,,1.0,
1329,Cre03.g170850,0.0,1.0,['1959'],['3228'],['1959'],P2kCre29,4.0,D1,1.0,,,,
1330,Cre03.g155550,0.0,1.0,['1107'],['2006'],['1107'],P2kCre29,42.0,B6,0.0,1.0,,,
1331,Cre03.g213313,0.0,1.0,['963'],['3582'],"['963', '963']",P1kCre21,58.0,B8,1.0,,,1.0,
1332,Cre03.g167924,0.0,1.0,['759'],['2167'],['759'],P1kCre23,51.0,C7,0.0,1.0,,,
1333,Cre03.g200000,0.0,1.0,['510'],['1037'],"['510', '510']",P1kCre25,22.0,F3,1.0,,,,
1334,Cre03.g181000,0.0,1.0,['1038'],['1906'],['1038'],P2kCre29,34.0,B5,1.0,,,,
1335,Cre03.g174750,0.0,1.0,['939'],['2670'],['939'],P1kCre27,64.0,H8,,,,,
1336,Cre03.g186150,0.0,1.0,['537'],['1409'],['537'],P1kCre27,46.0,F6,,,,,
1337,Cre03.g150950,0.0,1.0,['762'],['762'],"['762', '762']",P1kCre25,46.0,F6,1.0,,,,
1338,Cre03.g187200,0.0,1.0,['360'],['613'],"['360', '360']",P1kCre21,79.0,G10,1.0,,,,
1339,Cre03.g145607,0.0,1.0,['555'],['1965'],"['555', '645']",P1kCre25,30.0,F4,1.0,,,,
1340,Cre03.g161000,0.0,1.0,['1440'],['4121'],"['1440', '1365', '1772']",P2kCre31,10.0,B2,1.0,,,,
1341,Cre03.g155600,0.0,1.0,['843'],['1832'],['843'],P1kCre27,37.0,E5,,,,,
1342,Cre03.g193150,0.0,1.0,['507'],['1136'],['507'],P1kCre23,5.0,E1,1.0,,,,
1343,Cre03.g149500,0.0,1.0,['1389'],['3219'],['1389'],P2kCre29,92.0,D12,1.0,,,,
1344,Cre03.g172050,0.0,1.0,['921'],[],['921'],P1kCre27,41.0,A6,,,,,
1345,Cre03.g144204,0.0,1.0,['645'],['1109'],"['645', '645', '645', '645']",P1kCre23,28.0,D4,0.0,1.0,,,
1346,Cre03.g168700,0.0,1.0,['924'],['4405'],"['924', '924']",P1kCre27,11.0,C2,,,,,
1347,Cre03.g182400,0.0,1.0,['1302'],['2592'],['1302'],P2kCre29,81.0,A11,1.0,,,,
1348,Cre03.g185300,0.0,1.0,['1527'],['3019'],[],P2kCre31,24.0,H3,1.0,,,,
1349,Cre03.g204350,0.0,1.0,['828'],['3582'],['828'],P1kCre25,96.0,H12,1.0,,,,
1350,Cre03.g179500,0.0,1.0,['1287'],['2743'],[],P2kCre29,78.0,F10,1.0,,1.0,,
1351,Cre03.g181150,0.0,1.0,['273'],['273'],"['273', '273', '273']",P1kCre21,73.0,A10,1.0,,,,
1352,Cre03.g165100,0.0,1.0,['318'],['895'],"['318', '318', '318']",P1kCre25,70.0,F9,1.0,,,,
1353,Cre03.g154350,0.0,1.0,['852'],['1951'],"['852', '852']",P1kCre23,72.0,H9,1.0,,,,
1354,Cre03.g178075,0.0,1.0,['369'],['369'],['369'],P1kCre21,82.0,B11,0.0,1.0,,,
1355,Cre03.g200879,0.0,1.0,['1374'],['4235'],[],P2kCre29+30,1.0,A1,1.0,,,,
1356,Cre03.g149250,0.0,1.0,['1626'],['4102'],[],P2kCre31,32.0,H4,1.0,,,1.0,
1357,Cre03.g178600,0.0,1.0,['2028'],['3916'],['2028'],P2kCre31,76.0,D10,1.0,,,,
1358,Cre03.g164350,0.0,1.0,['672'],['4082'],"['672', '672']",P1kCre23,34.0,B5,1.0,,,,
1359,Cre03.g162750,0.0,1.0,['1509'],['3306'],[],P2kCre31,20.0,D3,1.0,,,,
1360,Cre03.g178250,0.0,1.0,['462'],['1368'],"['462', '462']",P1kCre27,68.0,D9,,,,,
1361,Cre03.g191050,0.0,1.0,['669'],[],['669'],P1kCre23,33.0,A5,1.0,,,,
1362,Cre03.g161500,0.0,1.0,['1023'],['2110'],[],P2kCre29,33.0,A5,0.0,1.0,,,
1363,Cre03.g189100,0.0,1.0,['720'],['2506'],"['720', '720']",P1kCre25,92.0,D12,0.0,1.0,,,
1364,Cre03.g152800,0.0,1.0,['930'],['1965'],['930'],P1kCre23,92.0,D12,0.0,1.0,,,
1365,Cre01.g048150,0.0,1.0,['870'],['2011'],['867'],P1kCre25,56.0,H7,1.0,,,,
1366,Cre01.g055050,0.0,1.0,['849'],['2275'],"['849', '849']",P1kCre27,3.0,C1,,,,,
1367,Cre01.g025450,0.0,1.0,['1218'],['2326'],['1218'],P2kCre29,66.0,B9,1.0,,,,
1368,Cre01.g015700,0.0,1.0,['702'],['2212'],['702'],P1kCre25,40.0,H5,1.0,,,,
1369,Cre01.g051250,0.0,1.0,['477'],['1890'],['477'],P1kCre25,20.0,D3,0.0,1.0,,,
1370,Cre01.g027800,0.0,1.0,['1389'],['3663'],"['1389', '1389']",P2kCre29,91.0,C12,1.0,,,,
1371,Cre01.g047700,0.0,1.0,['1131'],['4573'],['1131'],P2kCre29,49.0,A7,1.0,,,,
1372,Cre01.g041000,0.0,1.0,['372'],['1448'],['372'],P1kCre27,67.0,C9,,,,,
1373,Cre01.g037500,0.0,1.0,['543'],['1091'],[],P1kCre25,77.0,E10,0.0,1.0,,,
1374,Cre01.g046850,0.0,1.0,['579'],['3004'],[],P1kCre23,19.0,C3,0.0,1.0,,,
1375,Cre01.g002300,0.0,1.0,['516'],['1785'],"['516', '516']",P1kCre23,6.0,F1,1.0,,,,
1376,Cre01.g048050,0.0,1.0,['1155'],['2339'],['1155'],P2kCre29,53.0,E7,1.0,,,,
1377,Cre01.g047550,0.0,1.0,['633'],['1412'],['633'],P1kCre23,27.0,C4,0.0,1.0,,,
1378,Cre01.g029000,0.0,1.0,['774'],[],"['990', '774']",P1kCre27,63.0,G8,,,,,
1379,Cre01.g055465,0.0,1.0,['894'],['2894'],"['894', '894']",P1kCre23,86.0,F11,0.0,1.0,,,
1380,Cre01.g035150,0.0,1.0,['1194'],['2532'],[],P2kCre29,61.0,E8,1.0,,,,
1381,Cre01.g055457,0.0,1.0,['1662'],['2471'],[],P2kCre31,38.0,F5,1.0,,,,
1382,Cre01.g018850,0.0,1.0,['1323'],['3110'],[],P2kCre29,82.0,B11,0.0,,,,1.0
1383,Cre01.g050150,0.0,1.0,['1230'],['4728'],"['1230', '1173', '1185']",P2kCre29,67.0,C9,1.0,0.0,,1.0,
1384,Cre01.g004300,0.0,1.0,['1734'],[],['1734'],P2kCre31,49.0,A7,1.0,,,,
1385,Cre01.g070567,0.0,1.0,['1461'],['3038'],"['1713', '1461', '1461', '1713']",P2kCre31,12.0,D2,0.0,,,,1.0
1386,Cre01.g018950,0.0,1.0,['1047'],['2615'],"['1047', '1047', '1047', '1601', '1047', '1047', '1047']",P2kCre29,37.0,E5,0.0,1.0,,,
1387,Cre01.g019450,0.0,1.0,['534'],['2335'],['513'],P1kCre23,10.0,B2,1.0,0.0,1.0,,
1388,Cre01.g033516,0.0,1.0,['1296'],['2849'],[],P2kCre29,79.0,G10,1.0,,,,
1389,Cre01.g005400,0.0,1.0,['834'],['3596'],[],P1kCre23,62.0,F8,1.0,,,,
1390,Cre01.g019100,0.0,1.0,['951'],['2891'],"['951', '951']",P1kCre27,55.0,G7,,,,,
1391,Cre01.g013700,0.0,1.0,['840'],['2415'],['840'],P1kCre27,35.0,C5,,,,,
1392,Cre01.g010350,0.0,1.0,['849'],['1353'],['849'],P1kCre23,69.0,E9,1.0,,,,
1393,Cre01.g026650,0.0,1.0,['891'],['2720'],[],P1kCre23,85.0,E11,0.0,,,,1.0
1394,Cre01.g028250,0.0,1.0,['1014'],['2001'],"['1014', '1014', '1014']",P2kCre29,29.0,E4,1.0,,,,
1395,Cre01.g029050,0.0,1.0,['696'],[],['696'],P1kCre27,60.0,D8,,,,,
1396,Cre01.g037000,0.0,1.0,['1515'],['4089'],"['1603', '2077', '2253', '1779', '1515', '1989']",P2kCre31,22.0,F3,0.0,1.0,,,
1397,Cre01.g063267,0.0,1.0,['1620'],['4708'],[],P2kCre31,30.0,F4,1.0,,,1.0,
1398,Cre01.g052050,0.0,1.0,['864'],['1746'],[],P1kCre25,54.0,F7,1.0,,,,
1399,Cre01.g033400,0.0,1.0,['309'],['806'],"['309', '309', '309', '309']",P1kCre21,75.0,C10,1.0,,,,
1400,Cre01.g029150,0.0,1.0,['1296'],['2052'],['1296'],P2kCre29,15.0,G2,1.0,,,,
1401,Cre10.g447300,0.0,1.0,['1416'],['4290'],['1416'],P2kCre31,4.0,D1,1.0,,,,
1402,Cre10.g449020,0.0,1.0,['1590'],['3766'],['1590'],P2kCre31,27.0,C4,0.0,1.0,,,
1403,Cre10.g427000,0.0,1.0,['1497'],['4301'],['1603'],P2kCre31,16.0,H2,1.0,,,,
1404,Cre10.g436150,0.0,1.0,['669'],['1523'],"['669', '798']",P1kCre27,29.0,E4,,,,,
1405,Cre10.g452650,0.0,1.0,['756'],['3580'],['756'],P1kCre23,50.0,B7,1.0,,,,
1406,Cre10.g436500,0.0,1.0,['933'],['3242'],['933'],P1kCre23,94.0,F12,1.0,,,,
1407,Cre10.g460800,1.0,1.0,['777'],['1059'],['777'],P1kCre27,32.0,H4,,,,,
1408,Cre10.g439450,0.0,1.0,['675'],['1022'],"['675', '675']",P1kCre23,35.0,C5,1.0,,,,
1409,Cre10.g425800,0.0,1.0,['708'],['3988'],"['708', '708']",P1kCre25,41.0,A6,1.0,,,,
1410,Cre10.g425900,0.0,1.0,['771'],['1826'],[],P1kCre25,47.0,G6,1.0,,,,
1411,Cre10.g452000,0.0,1.0,['1014'],['1919'],[],P2kCre29,30.0,F4,1.0,,,,
1412,Cre10.g454150,0.0,1.0,['507'],['1804'],['507'],P1kCre27,22.0,F3,,,,,
1413,Cre10.g456750,0.0,1.0,['678'],['1617'],['678'],P1kCre25,89.0,A12,1.0,,,,
1414,Cre10.g464600,0.0,1.0,['609'],['2154'],"['609', '609']",P1kCre25,34.0,B5,0.0,,1.0,,
1415,Cre10.g436700,0.0,1.0,['456'],['1423'],[],P1kCre21,90.0,B12,0.0,0.0,1.0,,
1416,Cre10.g417500,0.0,1.0,['969'],['2925'],['969'],P1kCre25,63.0,G8,1.0,,,,
1417,Cre10.g428500,0.0,1.0,['1152'],['4448'],['1152'],P2kCre29,52.0,D7,0.0,1.0,,,
1418,Cre10.g431700,0.0,1.0,['603'],['1094'],"['603', '800']",P1kCre25,83.0,C11,1.0,,,,
