	Genename	ALY	ESA	AHA	AHA1
9878	AT3G19270.1	479442	Thhalv10020656m	Araha.6174s0026.1.p	NaN
9889	AT2G34180.1	934014	Thhalv10016543m	Araha.0009s0004.1.p	NaN
9901	AT3G19130.1	479428	Thhalv10020763m	Araha.2190s0007.1.p	NaN
9903	AT3G16970.1	318461	Thhalv10022192m	Araha.65480s0001.1.p	NaN
9907	AT5G16390.1	941132	Thhalv10014313m	Araha.12520s0010.1.p	NaN
9921	AT5G60470.1	917794	Thhalv10016023m	Araha.8175s0024.1.p	NaN
9922	AT3G23220.1	479836	Thhalv10022200m	Araha.2163s0003.1.p	NaN
9924	AT5G60460.1	917793	Thhalv10015073m	Araha.8175s0023.1.p	NaN
9932	AT1G52155.1	474331	Thhalv10011664m	Araha.2499s0003.1.p	NaN
9947	AT1G04880.1	470473	Thhalv10007631m	Araha.12073s0002.1.p	NaN
9949	AT1G29980.1	912808	Thhalv10007784m	Araha.5497s0004.1.p	NaN
9978	AT1G58090.1	925248	Thhalv10023851m	Araha.20058s0001.1.p	NaN
9980	AT4G14815.1	890836	Thhalv10026452m	Araha.11201s0009.1.p	NaN
9992	AT1G08150.1	470876	Thhalv10006822m	Araha.5647s0005.1.p	NaN
10009	AT1G50250.1	923463	Thhalv10018191m	Araha.0858s0008.1.p	NaN
10012	AT2G45310.1	935483	Thhalv10001454m	Araha.27426s0003.1.p	NaN
10024	AT3G15358.1	929330	Thhalv10021717m	Araha.1906s0007.1.p	NaN
10031	AT3G14225.1	478837	Thhalv10020963m	Araha.34493s0002.1.p	NaN
10034	AT4G38440.1	490606	Thhalv10024216m	Araha.4229s0002.1.p	NaN
10045	AT4G15735.1	890707	Thhalv10027327m	Araha.18993s0004.1.p	NaN
10048	AT5G28470.1	894779	Thhalv10005621m	Araha.18361s0001.1.p	NaN
10051	AT5G64667.1	496681	Thhalv10005301m	Araha.14635s0001.1.p	NaN
10052	AT5G63450.1	496532	Thhalv10005707m	Araha.39620s0007.1.p	NaN
10072	AT5G53180.1	495390	Thhalv10016110m	Araha.28500s0002.1.p	NaN
10075	AT1G61110.1	315244	Thhalv10023591m	Araha.19457s0003.1.p	NaN
10083	AT1G34560.1	336605	Thhalv10001845m	Araha.35994s0001.1.p	NaN
10091	AT2G04220.1	480071	Thhalv10002618m	Araha.13423s0001.1.p	NaN
10101	AT5G39560.1	947859	Thhalv10026834m	Araha.4092s0023.1.p	NaN
10102	AT1G03982.1	910067	Thhalv10009926m	Araha.6022s0008.1.p	NaN
10111	AT4G16008.1	946685	Thhalv10027402m	Araha.37240s0005.1.p	NaN
10112	AT2G16365.1	480799	Thhalv10022682m	Araha.16833s0002.1.p	NaN
10125	AT3G05170.1	477804	Thhalv10021179m	Araha.4531s0006.1.p	NaN
10148	AT3G05030.1	477785	Thhalv10020432m	Araha.4531s0021.1.p	NaN
10152	AT5G23650.1	894246	Thhalv10005383m	Araha.7652s0004.1.p	NaN
10155	AT2G14830.1	480370	Thhalv10002252m	Araha.14445s0002.1.p	NaN
10158	AT4G09150.2	489787	Thhalv10028375m	Araha.36143s0004.1.p	NaN
10159	AT4G34940.1	944404	Thhalv10024628m	Araha.3642s0010.1.p	NaN
10165	AT5G53260.1	916965	Thhalv10015357m	Araha.0129s0002.1.p	NaN
10170	AT1G16690.1	471865	Thhalv10007658m	Araha.24650s0004.1.p	NaN
10176	AT1G73780.1	476517	Thhalv10019361m	Araha.19609s0004.1.p	NaN
10177	AT5G58610.1	358079	Thhalv10012519m	Araha.5856s0006.1.p	NaN
10184	AT3G18410.1	479342	Thhalv10022379m	Araha.9570s0008.1.p	NaN
10190	AT4G02300.1	895772	Thhalv10029453m	Araha.6394s0005.1.p	NaN
10195	AT3G17010.1	318465	Thhalv10015617m	Araha.7254s0007.1.p	NaN
10200	AT5G60550.1	950803	Thhalv10013666m	Araha.5658s0003.1.p	NaN
10207	AT3G06985.1	317561	Thhalv10015626m	Araha.21010s0001.1.p	NaN
10208	AT1G10522.1	471166	Thhalv10008855m	Araha.3091s0013.1.p	NaN
10212	AT4G03290.1	943386	Thhalv10029037m	Araha.7612s0006.1.p	NaN
10225	AT2G23945.1	481251	Thhalv10000692m	Araha.28039s0004.1.p	NaN
10241	AT1G29740.1	473176	Thhalv10006680m	Araha.16110s0011.1.p	NaN
10245	AT2G47430.1	483920	Thhalv10001751m	Araha.10037s0001.1.p	NaN
10248	AT2G22920.2	481161	Thhalv10000651m	Araha.19811s0004.1.p	NaN
10265	AT5G50220.1	324165	Thhalv10005381m	Araha.55234s0003.1.p	NaN
10269	AT3G02560.1	477492	Thhalv10021574m	Araha.10590s0003.1.p	NaN
10272	AT1G03800.1	919050	Thhalv10008830m	Araha.60507s0005.1.p	NaN
10275	AT2G42410.1	887298	Thhalv10017870m	Araha.0018s0010.1.p	NaN
10286	AT2G41940.1	935051	Thhalv10017746m	Araha.7438s0004.1.p	NaN
10288	AT3G14050.1	929176	Thhalv10020161m	Araha.21506s0001.1.p	NaN
10292	AT2G06020.1	319343	Thhalv10002873m	Araha.8237s0003.1.p	NaN
10297	AT2G35155.1	934124	Thhalv10016432m	Araha.3802s0004.1.p	NaN
10313	AT3G01880.1	340259	Thhalv10005422m	Araha.1138s0020.1.p	NaN
10325	AT1G79930.1	927518	Thhalv10011242m	Araha.26656s0001.1.p	NaN
10335	AT1G13950.1	471555	Thhalv10008978m	Araha.5020s0008.1.p	NaN
10348	AT5G59810.1	950730	Thhalv10015943m	Araha.2561s0009.1.p	NaN
10351	AT1G70640.1	926394	Thhalv10019187m	Araha.13428s0003.1.p	NaN
10361	AT5G43340.1	494667	Thhalv10003190m	Araha.23762s0003.1.p	NaN
10367	AT4G29410.1	491817	Thhalv10026507m	Araha.4092s0016.1.p	NaN
10389	AT5G52620.1	495332	Thhalv10015343m	Araha.14397s0006.1.p	NaN
10394	AT5G52140.1	495284	Thhalv10015344m	Araha.18769s0004.1.p	NaN
10395	AT5G03690.1	892283	Thhalv10013921m	Araha.6818s0001.1.p	NaN
10400	AT5G56530.1	495743	Thhalv10013632m	Araha.58822s0001.1.p	NaN
10414	AT1G11572.1	919976	Thhalv10009211m	Araha.11900s0006.1.p	NaN
10423	AT3G55550.1	938492	Thhalv10011011m	Araha.22287s0013.1.p	NaN
10425	AT5G57440.1	495843	Thhalv10014532m	Araha.3696s0003.1.p	NaN
10428	AT3G25905.1	484357	Thhalv10005195m	Araha.7395s0001.1.p	NaN
10429	AT5G59310.1	950674	Thhalv10015064m	Araha.26827s0001.1.p	NaN
10432	AT5G16870.1	488549	Thhalv10014859m	Araha.38956s0002.1.p	NaN
10443	AT5G22260.1	489076	Thhalv10012892m	Araha.16261s0007.1.p	NaN
10455	AT5G35110.1	947157	Thhalv10005650m	Araha.8832s0002.1.p	NaN
10457	AT3G25420.1	480041	Thhalv10002940m	Araha.54569s0001.1.p	NaN
10468	AT4G28220.1	945213	Thhalv10024784m	Araha.18278s0007.1.p	NaN
10479	AT5G41790.1	891481	Thhalv10027620m	Araha.18528s0006.1.p	NaN
10488	AT3G03280.1	927835	Thhalv10022137m	Araha.0783s0015.1.p	NaN
10492	ATMG00830.1	931018	Thhalv10029166m	Araha.11285s0004.1.p	NaN
10516	AT5G56500.1	495739	Thhalv10013030m	Araha.58822s0004.1.p	NaN
10537	AT5G62100.1	496387	Thhalv10004705m	Araha.4168s0001.1.p	NaN
10538	AT5G41390.1	330382	Thhalv10028166m	Araha.6503s0002.1.p	NaN
10540	AT1G06190.1	919332	Thhalv10007829m	Araha.0049s0002.1.p	NaN
10546	AT5G22791.2	941786	Thhalv10015435m	Araha.45005s0001.1.p	NaN
10549	AT1G78880.1	477051	Thhalv10018485m	Araha.23330s0002.1.p	NaN
10557	AT5G28650.1	489657	Thhalv10004506m	Araha.7771s0003.1.p	NaN
10572	AT1G52400.1	474364	Thhalv10011384m	Araha.60997s0001.1.p	NaN
10573	AT1G29370.1	473146	Thhalv10006794m	Araha.11325s0004.1.p	NaN
10575	AT5G10270.1	487853	Thhalv10013327m	Araha.4940s0003.1.p	NaN
10590	AT1G60320.1	907378	Thhalv10024056m	Araha.8608s0003.1.p	NaN
10594	AT5G59845.1	496121	Thhalv10015142m	Araha.2561s0005.1.p	NaN
10607	AT1G01320.1	470142	Thhalv10006538m	Araha.2490s0001.1.p	NaN
10612	AT5G59470.1	950690	Thhalv10015267m	Araha.7283s0008.1.p	NaN
10618	AT1G18410.1	335100	Thhalv10006662m	Araha.3597s0007.1.p	NaN
10622	AT3G54510.2	485854	Thhalv10010925m	Araha.31673s0011.1.p	NaN
10633	AT4G00120.1	490556	Thhalv10029526m	Araha.37657s0002.1.p	NaN
10634	AT1G78160.1	476984	Thhalv10018339m	Araha.10283s0005.1.p	NaN
10662	AT4G25040.1	492333	Thhalv10026410m	Araha.37687s0002.1.p	NaN
10663	AT4G16110.1	946673	Thhalv10024686m	Araha.3152s0007.1.p	NaN
10676	AT1G18150.2	911627	Thhalv10007165m	Araha.18459s0018.1.p	NaN
10688	AT4G25680.1	492258	Thhalv10026034m	Araha.6761s0005.1.p	NaN
10690	AT1G61370.1	907315	Thhalv10023284m	Araha.6790s0006.1.p	NaN
10698	AT1G48990.1	474043	Thhalv10011990m	Araha.33603s0001.1.p	NaN
10717	AT1G03457.2	470321	Thhalv10007707m	Araha.5052s0039.1.p	NaN
10734	AT2G39460.1	321633	Thhalv10017366m	Araha.13755s0003.1.p	NaN
10741	AT2G44450.1	935380	Thhalv10001416m	Araha.38155s0001.1.p	NaN
10759	AT5G05030.1	487292	Thhalv10015383m	Araha.34834s0001.1.p	NaN
10773	AT3G03940.1	927930	Thhalv10020173m	Araha.28487s0010.1.p	NaN
10776	AT1G32100.1	473393	Thhalv10008239m	Araha.12896s0005.1.p	NaN
10780	AT5G65510.1	918350	Thhalv10005529m	Araha.21828s0004.1.p	NaN
10812	AT5G41260.1	493852	Thhalv10027736m	Araha.2755s0009.1.p	NaN
10816	AT4G10950.1	489935	Thhalv10028704m	Araha.5396s0003.1.p	NaN
10817	AT1G80720.1	340150	Thhalv10019068m	Araha.13512s0004.1.p	NaN
10829	AT2G44280.1	935358	Thhalv10001436m	Araha.7152s0002.1.p	NaN
10830	AT3G57020.1	938670	Thhalv10006018m	Araha.0887s0010.1.p	NaN
10850	AT1G01570.1	909816	Thhalv10007848m	Araha.27034s0002.1.p	NaN
10854	AT1G04645.1	470450	Thhalv10009662m	Araha.18703s0002.1.p	NaN
10855	AT4G38950.1	490663	Thhalv10024409m	Araha.16804s0004.1.p	NaN
10858	AT1G62720.1	475080	Thhalv10023806m	Araha.5318s0002.1.p	NaN
10861	AT3G21310.1	479651	Thhalv10021956m	Araha.25327s0002.1.p	NaN
10864	AT4G39460.1	888153	Thhalv10025614m	Araha.4538s0024.1.p	NaN
10868	AT4G23560.1	492512	Thhalv10025071m	Araha.5498s0016.1.p	NaN
10885	AT1G78710.1	316771	Thhalv10019641m	Araha.4300s0011.1.p	NaN
10888	AT5G17310.2	941238	Thhalv10013449m	Araha.0783s0020.1.p	NaN
10890	AT3G03090.1	477555	Thhalv10020565m	Araha.7513s0003.1.p	NaN
10910	AT1G14685.3	471648	Thhalv10008428m	Araha.16488s0006.1.p	NaN
10912	AT5G17540.1	488622	Thhalv10013454m	Araha.7904s0005.1.p	NaN
10925	AT5G15000.1	907989	Thhalv10015392m	Araha.2471s0015.1.p	NaN
10939	AT3G13650.1	929111	Thhalv10021602m	Araha.0661s0013.1.p	NaN
10952	AT1G67220.1	925964	Thhalv10019679m	Araha.0769s0006.1.p	NaN
10958	AT1G50840.1	474208	Thhalv10011195m	Araha.3489s0001.1.p	NaN
10973	AT2G32430.1	933809	Thhalv10016736m	Araha.48383s0001.1.p	NaN
10975	AT3G13674.1	478762	Thhalv10021835m	Araha.41812s0004.1.p	NaN
10995	AT4G24800.1	329184	Thhalv10024556m	Araha.5513s0002.1.p	NaN
10998	AT2G34020.1	482349	Thhalv10016396m	Araha.13230s0001.1.p	NaN
11025	AT1G31820.1	922251	Thhalv10007550m	Araha.10079s0009.1.p	NaN
11026	AT3G17675.1	904732	Thhalv10021757m	Araha.29284s0006.1.p	NaN
11036	AT1G06070.1	919313	Thhalv10007692m	Araha.0097s0005.1.p	NaN
11045	AT3G18470.1	479349	Thhalv10021908m	Araha.9570s0004.1.p	NaN
11047	AT1G60983.1	924946	Thhalv10023863m	Araha.52512s0004.1.p	NaN
11049	AT5G51150.1	949661	Thhalv10013222m	Araha.17618s0001.1.p	NaN
11055	AT5G45113.1	948532	Thhalv10000826m	Araha.5635s0013.1.p	NaN
11058	AT5G12170.2	488059	Thhalv10015653m	Araha.11630s0011.1.p	NaN
11067	AT2G41415.1	483213	Thhalv10009267m	Araha.8705s0005.1.p	NaN
11082	AT3G16480.1	479109	Thhalv10020561m	Araha.21812s0002.1.p	NaN
11092	AT3G26790.1	484455	Thhalv10005481m	Araha.20457s0001.1.p	NaN
11098	AT1G14686.1	920365	Thhalv10008121m	Araha.16488s0007.1.p	NaN
11102	AT3G55570.1	938496	Thhalv10010871m	Araha.45365s0001.1.p	NaN
11114	AT1G13640.1	471527	Thhalv10007082m	Araha.6740s0003.1.p	NaN
11125	AT2G34220.1	934018	Thhalv10017593m	Araha.20846s0004.1.p	NaN
11128	AT1G05920.1	311675	Thhalv10009348m	Araha.11551s0020.1.p	NaN
11134	AT4G33600.1	491324	Thhalv10027337m	Araha.0262s0010.1.p	NaN
11138	AT1G67850.1	926055	Thhalv10018653m	Araha.9569s0004.1.p	NaN
11143	AT1G05330.1	919230	Thhalv10009852m	Araha.5140s0003.1.p	NaN
11146	AT4G26180.1	492194	Thhalv10025674m	Araha.3974s0022.1.p	NaN
11147	AT4G29540.2	491803	Thhalv10025613m	Araha.4092s0004.1.p	NaN
11164	AT4G33270.1	491360	Thhalv10025162m	Araha.8553s0002.1.p	NaN
11165	AT5G62320.1	951000	Thhalv10004868m	Araha.0403s0001.1.p	NaN
11178	AT1G23480.1	921402	Thhalv10007266m	Araha.2017s0006.1.p	NaN
11203	AT5G57110.1	917411	Thhalv10012523m	Araha.8614s0008.1.p	NaN
11207	AT2G36110.1	901459	Thhalv10017696m	Araha.1853s0004.1.p	NaN
11214	AT4G29260.1	491830	Thhalv10026000m	Araha.5579s0007.1.p	NaN
11221	AT1G03050.1	470282	Thhalv10007148m	Araha.39200s0005.1.p	NaN
11250	AT1G77855.1	316696	Thhalv10018874m	Araha.10817s0011.1.p	NaN
11277	AT2G45800.1	483717	Thhalv10001618m	Araha.4575s0006.1.p	NaN
11288	AT5G52160.1	949772	Thhalv10015124m	Araha.33550s0003.1.p	NaN
11290	AT3G09330.1	903801	Thhalv10020500m	Araha.4860s0016.1.p	NaN
11293	AT2G07772.1	480275	Thhalv10002912m	Araha.11285s0005.1.p	NaN
11296	AT3G56150.1	486056	Thhalv10005781m	Araha.19286s0003.1.p	NaN
11306	AT5G64720.1	951309	Thhalv10005395m	Araha.30213s0005.1.p	NaN
11322	AT5G14470.1	325917	Thhalv10013912m	Araha.15162s0001.1.p	NaN
11325	AT3G28810.1	322957	Thhalv10004155m	Araha.4416s0002.1.p	NaN
11336	AT5G19610.1	488855	Thhalv10012445m	Araha.2817s0010.1.p	NaN
11340	AT3G11270.1	478467	Thhalv10021176m	Araha.33366s0003.1.p	NaN
11349	AT3G27860.1	484576	Thhalv10005709m	Araha.27285s0002.1.p	NaN
11351	AT5G40760.1	947665	Thhalv10027727m	Araha.28403s0002.1.p	NaN
11369	AT4G22100.1	492664	Thhalv10024994m	Araha.0152s0007.1.p	NaN
11374	AT3G20520.1	497279	Thhalv10020151m	Araha.13920s0010.1.p	NaN
11384	AT2G22290.1	899521	Thhalv10000663m	Araha.3205s0008.1.p	NaN
11399	AT5G28210.1	942438	Thhalv10005507m	Araha.32801s0003.1.p	NaN
11402	AT3G62230.1	939308	Thhalv10005956m	Araha.2415s0003.1.p	NaN
11412	AT1G22170.1	472450	Thhalv10008087m	Araha.1325s0008.1.p	NaN
11418	AT2G21110.1	480960	Thhalv10000597m	Araha.1474s0012.1.p	NaN
11432	AT3G07620.1	903660	Thhalv10020696m	Araha.4706s0015.1.p	NaN
11446	AT1G01600.1	918799	Thhalv10007350m	Araha.6635s0002.1.p	NaN
11452	AT1G08990.1	470978	Thhalv10007230m	Araha.32703s0005.1.p	NaN
11457	AT2G41860.1	483269	Thhalv10016499m	Araha.7111s0002.1.p	NaN
11461	AT1G52330.2	474353	Thhalv10011771m	Araha.9214s0001.1.p	NaN
11500	AT1G65985.1	315636	Thhalv10013719m	Araha.0930s0001.1.p	NaN
11503	AT1G63690.2	474982	Thhalv10023402m	Araha.18906s0001.1.p	NaN
11520	AT2G01900.1	484108	Thhalv10004281m	Araha.13008s0005.1.p	NaN
11523	AT1G10657.1	471189	Thhalv10009171m	Araha.0118s0008.1.p	NaN
11530	AT5G55330.1	495618	Thhalv10013992m	Araha.28833s0007.1.p	NaN
11532	AT4G00660.2	490504	Thhalv10028588m	Araha.19926s0011.1.p	NaN
11579	AT2G32340.1	344992	Thhalv10017846m	Araha.20841s0001.1.p	NaN
11590	AT3G27280.2	484510	Thhalv10004748m	Araha.23250s0006.1.p	NaN
11593	AT1G06390.1	470656	Thhalv10007772m	Araha.18750s0010.1.p	NaN
11598	AT1G53130.1	929318	Thhalv10012399m	Araha.14034s0013.1.p	NaN
11607	AT1G14230.1	911216	Thhalv10007159m	Araha.7802s0014.1.p	NaN
11638	AT1G04500.1	919129	Thhalv10007843m	Araha.23435s0010.1.p	NaN
11647	AT2G07040.1	480229	Thhalv10002436m	Araha.14143s0002.1.p	NaN
11653	AT5G48170.1	494871	Thhalv10005063m	Araha.16425s0001.1.p	NaN
11655	AT3G07820.1	478120	Thhalv10020872m	Araha.6542s0005.1.p	NaN
11660	AT4G36820.1	353160	Thhalv10025544m	Araha.17406s0001.1.p	NaN
11661	AT3G43210.1	323079	Thhalv10002392m	Araha.9819s0003.1.p	NaN
11662	AT5G23260.2	489185	Thhalv10005641m	Araha.6226s0002.1.p	NaN
11670	AT2G41060.1	934926	Thhalv10016684m	Araha.12776s0007.1.p	NaN
11676	AT1G68907.1	908471	Thhalv10019762m	Araha.11660s0007.1.p	NaN
11681	AT4G14970.1	946845	Thhalv10024215m	Araha.15110s0005.1.p	NaN
11694	AT1G64210.1	337960	Thhalv10024075m	Araha.43717s0001.1.p	NaN
11702	AT3G55880.2	486031	Thhalv10010703m	Araha.1705s0004.1.p	NaN
11722	AT5G41210.1	947599	Thhalv10027900m	Araha.36345s0001.1.p	NaN
11737	AT5G56680.1	495758	Thhalv10013096m	Araha.12263s0003.1.p	NaN
11742	AT1G68210.1	315838	Thhalv10019799m	Araha.20024s0001.1.p	NaN
11746	AT3G50430.1	485395	Thhalv10010194m	Araha.5259s0004.1.p	NaN
11759	AT2G27940.1	900541	Thhalv10017824m	Araha.7055s0003.1.p	NaN
11791	AT4G11220.1	942960	Thhalv10028886m	Araha.32335s0002.1.p	NaN
11797	AT1G18290.1	472046	Thhalv10009618m	Araha.8671s0006.1.p	NaN
11798	AT1G43010.1	946553	Thhalv10001237m	Araha.3413s0001.1.p	NaN
11806	AT5G20320.1	893964	Thhalv10012426m	Araha.1252s0001.1.p	NaN
11809	AT2G17705.1	480665	Thhalv10023081m	Araha.13282s0004.1.p	NaN
11819	AT4G37840.1	490831	Thhalv10027262m	Araha.4965s0005.1.p	NaN
11822	AT3G22510.1	479770	Thhalv10022168m	Araha.57632s0001.1.p	NaN
11833	AT5G26150.1	894540	Thhalv10005575m	Araha.17874s0003.1.p	NaN
11836	AT4G14770.1	493420	Thhalv10024624m	Araha.34278s0001.1.p	NaN
11848	AT1G70290.1	926342	Thhalv10018114m	Araha.29402s0002.1.p	NaN
11853	AT4G31000.1	353717	Thhalv10024817m	Araha.5618s0012.1.p	NaN
11859	AT2G24060.1	481264	Thhalv10000269m	Araha.12824s0007.1.p	NaN
11868	AT4G25920.1	492225	Thhalv10026890m	Araha.4249s0020.1.p	NaN
11899	AT4G27830.1	491999	Thhalv10005908m	Araha.1893s0002.1.p	NaN
11900	AT1G32540.1	473445	Thhalv10008989m	Araha.5099s0009.1.p	NaN
11904	AT2G28640.1	344647	Thhalv10017620m	Araha.5062s0002.1.p	NaN
11907	AT5G27880.1	489543	Thhalv10005521m	Araha.25987s0001.1.p	NaN
11908	AT5G65650.1	951414	Thhalv10004972m	Araha.37462s0002.1.p	NaN
11914	AT2G44120.2	497533	Thhalv10001606m	Araha.14758s0008.1.p	NaN
11915	AT2G42230.2	483312	Thhalv10016442m	Araha.10304s0006.1.p	NaN
11916	AT1G24170.1	472678	Thhalv10007867m	Araha.1057s0004.1.p	NaN
11920	AT1G68800.1	315900	Thhalv10018773m	Araha.9247s0001.1.p	NaN
11923	AT3G05310.1	477819	Thhalv10020270m	Araha.19218s0004.1.p	NaN
11927	AT5G02390.1	487015	Thhalv10012673m	Araha.29206s0003.1.p	NaN
11950	AT1G53500.1	474478	Thhalv10011290m	Araha.19449s0006.1.p	NaN
11958	AT5G02400.1	349536	Thhalv10012858m	Araha.29206s0002.1.p	NaN
11974	AT1G30620.1	922129	Thhalv10007740m	Araha.9614s0013.1.p	NaN
11975	AT5G20165.3	488920	Thhalv10015210m	Araha.1252s0016.1.p	NaN
11978	AT1G05940.1	490566	Thhalv10028547m	Araha.24635s0011.1.p	NaN
11986	AT5G59613.1	485014	Thhalv10015813m	Araha.33615s0003.1.p	NaN
11987	AT5G55900.1	495672	Thhalv10015242m	Araha.45517s0002.1.p	NaN
12009	AT3G21290.1	479648	Thhalv10019924m	Araha.25327s0006.1.p	NaN
12012	AT1G78510.1	927264	Thhalv10018616m	Araha.16220s0011.1.p	NaN
12020	AT5G56040.2	917292	Thhalv10012511m	Araha.20637s0001.1.p	NaN
12023	AT3G62180.1	939304	Thhalv10006384m	Araha.2415s0007.1.p	NaN
12031	AT3G11480.1	928863	Thhalv10022292m	Araha.12210s0011.1.p	NaN
12038	AT5G55290.1	950185	Thhalv10015209m	Araha.28833s0003.1.p	NaN
12045	AT3G47130.1	485089	Thhalv10011099m	Araha.13104s0001.1.p	NaN
12046	AT1G23490.1	472612	Thhalv10019096m	Araha.32519s0002.1.p	NaN
12053	AT2G20560.1	480886	Thhalv10002032m	Araha.2771s0002.1.p	NaN
12063	AT2G26110.1	481467	Thhalv10002336m	Araha.4185s0001.1.p	NaN
12072	AT5G40410.1	493946	Thhalv10027699m	Araha.16874s0001.1.p	NaN
12074	AT2G31090.1	933646	Thhalv10017452m	Araha.4504s0005.1.p	NaN
12089	AT2G31910.1	900997	Thhalv10016242m	Araha.51984s0003.1.p	NaN
12097	AT1G50200.1	474152	Thhalv10011205m	Araha.31279s0001.1.p	NaN
12099	AT5G16023.1	941093	Thhalv10015386m	Araha.8674s0020.1.p	NaN
12101	AT1G50960.1	914215	Thhalv10012337m	Araha.6292s0006.1.p	NaN
12114	AT5G45130.1	494466	Thhalv10001031m	Araha.5635s0011.1.p	NaN
12121	AT3G02590.1	477496	Thhalv10021293m	Araha.10590s0007.1.p	NaN
12126	AT3G03060.1	340454	Thhalv10020284m	Araha.6742s0002.1.p	NaN
12128	AT1G63830.2	924569	Thhalv10023674m	Araha.24414s0001.1.p	NaN
12135	AT5G59840.1	496120	Thhalv10014643m	Araha.2561s0006.1.p	NaN
12143	AT1G47760.1	314222	Thhalv10001151m	Araha.57889s0003.1.p	NaN
12148	AT4G16270.1	946641	Thhalv10025534m	Araha.23460s0005.1.p	NaN
12169	AT3G16110.1	479065	Thhalv10020584m	Araha.5534s0006.1.p	NaN
12174	AT4G36490.1	944233	Thhalv10024850m	Araha.6662s0004.1.p	NaN
12176	AT3G53050.1	323850	Thhalv10010987m	Araha.4496s0003.1.p	NaN
12184	AT1G30795.1	473310	Thhalv10009381m	Araha.9776s0007.1.p	NaN
12191	AT5G01060.1	486973	Thhalv10013351m	Araha.4197s0022.1.p	NaN
12193	AT5G61810.1	950944	Thhalv10004107m	Araha.9375s0002.1.p	NaN
12195	AT1G23900.1	472652	Thhalv10006767m	Araha.18501s0004.1.p	NaN
12202	AT2G35250.1	345260	Thhalv10017910m	Araha.14286s0002.1.p	NaN
12216	AT3G60300.2	898991	Thhalv10006060m	Araha.9617s0002.1.p	NaN
12222	AT1G16490.1	334927	Thhalv10008436m	Araha.8269s0001.1.p	NaN
12224	AT3G11910.1	317971	Thhalv10019920m	Araha.4024s0015.1.p	NaN
12230	AT5G65810.1	332797	Thhalv10004790m	Araha.27825s0007.1.p	NaN
12250	AT4G29460.1	491811	Thhalv10026920m	Araha.4092s0011.1.p	NaN
12253	AT3G52130.1	938088	Thhalv10010991m	Araha.5854s0004.1.p	NaN
12259	AT1G55120.1	474565	Thhalv10011339m	Araha.33049s0003.1.p	NaN
12262	AT1G63430.2	475009	Thhalv10023393m	Araha.12160s0002.1.p	NaN
12268	AT5G16020.1	488440	Thhalv10015867m	Araha.8674s0021.1.p	NaN
12274	AT1G05070.1	470498	Thhalv10008574m	Araha.5092s0004.1.p	NaN
12290	AT1G06280.1	919343	Thhalv10008796m	Araha.0049s0014.1.p	NaN
12301	AT2G39200.1	934673	Thhalv10016436m	Araha.14319s0014.1.p	NaN
12302	AT4G30110.1	889111	Thhalv10024341m	Araha.1261s0006.1.p	NaN
12308	AT2G36480.3	482627	Thhalv10016259m	Araha.9312s0001.1.p	NaN
12310	AT3G13170.1	904212	Thhalv10022332m	Araha.6429s0002.1.p	NaN
12326	AT1G65730.1	475677	Thhalv10018216m	Araha.11303s0001.1.p	NaN
12333	AT4G15980.1	890667	Thhalv10024582m	Araha.37240s0003.1.p	NaN
12348	AT1G76550.1	476813	Thhalv10018291m	Araha.3806s0006.1.p	NaN
12359	AT5G06390.1	487448	Thhalv10013481m	Araha.68467s0004.1.p	NaN
12376	AT4G11330.1	942987	Thhalv10028737m	Araha.34447s0001.1.p	NaN
12389	AT1G72760.1	476413	Thhalv10019640m	Araha.2760s0001.1.p	NaN
12408	AT3G42880.1	347421	Thhalv10002439m	Araha.12389s0001.1.p	NaN
12418	AT1G21640.2	921142	Thhalv10006690m	Araha.13360s0010.1.p	NaN
12422	AT3G15353.1	929332	Thhalv10021853m	Araha.1906s0009.1.p	NaN
12426	AT2G35215.1	934133	Thhalv10017673m	Araha.58161s0001.1.p	NaN
12429	AT2G42680.1	935153	Thhalv10017391m	Araha.4056s0020.1.p	NaN
12452	AT1G43560.1	922840	Thhalv10005020m	Araha.14256s0001.1.p	NaN
12464	AT4G35640.1	944324	Thhalv10025792m	Araha.19157s0006.1.p	NaN
12477	AT2G18520.1	480760	Thhalv10023199m	Araha.20778s0002.1.p	NaN
12494	AT2G15530.4	931278	Thhalv10022580m	Araha.2852s0002.1.p	NaN
12500	AT4G14240.1	493485	Thhalv10025003m	Araha.1421s0012.1.p	NaN
12511	AT2G02540.1	484166	Thhalv10004643m	Araha.5101s0010.1.p	NaN
12515	AT1G68710.1	475997	Thhalv10018025m	Araha.2280s0009.1.p	NaN
12531	AT5G53635.1	917002	Thhalv10001812m	Araha.10739s0002.1.p	NaN
12548	AT3G62830.1	486786	Thhalv10005973m	Araha.9061s0008.1.p	NaN
12562	AT1G74875.1	909109	Thhalv10019573m	Araha.65387s0006.1.p	NaN
12563	AT3G49120.1	485264	Thhalv10010494m	Araha.14772s0002.1.p	NaN
12568	AT3G62560.1	939342	Thhalv10006249m	Araha.35400s0003.1.p	NaN
12600	AT1G65120.2	475521	Thhalv10019959m	Araha.17115s0001.1.p	NaN
12605	AT5G49350.1	494993	Thhalv10004800m	Araha.35185s0002.1.p	NaN
12614	AT2G22320.1	343793	Thhalv10000443m	Araha.3205s0012.1.p	NaN
12623	AT5G46873.1	330742	Thhalv10001205m	Araha.2637s0002.1.p	NaN
