	Genename	ALY	ESA	AHA	AHA1
27258	AT1G64690.1	924446	Thhalv10023631m	NaN	4606
27265	AT5G48880.2	331293	Thhalv10004174m	NaN	13149
27279	AT1G33990.1	922500	Thhalv10008092m	NaN	159044
27296	AT5G54080.1	950030	Thhalv10013691m	NaN	5442
27309	AT3G47620.1	485126	Thhalv10011054m	NaN	84823
27312	AT3G59150.1	898879	Thhalv10006425m	NaN	165259
27317	AT5G42960.1	494707	Thhalv10003270m	NaN	1640
27326	AT4G10810.1	942904	Thhalv10029101m	NaN	2491
27389	AT2G38390.1	321537	Thhalv10016868m	NaN	110318
27401	AT4G20140.1	354732	Thhalv10027256m	NaN	112822
27412	AT4G13170.1	915111	Thhalv10021532m	NaN	63787
27413	AT5G18320.1	893752	Thhalv10015380m	NaN	37160
